"Data Source","World Development Indicators",

"Last Updated Date","2022-04-08",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Europe & Central Asia (excluding high income)","ECA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2554.80057915218","2407.01138805735","2303.83757850583","1973.44380313691","1931.85429232341","1924.02840040417","1992.97347537986","1839.53145915365","1706.82093850164","1791.18201529378","1710.86535085674","1869.92373338019","2209.11439816641","2906.96019714063","3745.93057174629","4645.92488940531","5776.03624486718","7072.24693031266","6982.42472120599","7477.14065723094","8112.17901127773","9316.98950572298","10272.9557210841","10174.4197371799","8865.33551605054","7746.46049818916","7447.88902630172","7868.31605391698","8253.21357013021","7914.07135196102",
"Europe & Central Asia","ECS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1754.1726956464","2222.17792350068","2710.02986545762","3119.96139308914","3296.62884995572","3516.16190687297","3971.40579757944","4910.40193307572","5881.97931565604","5914.50748157066","5416.74732750428","4842.0902804132","4661.99237262067","4647.28810449255","5321.50677785735","6733.43242582432","8630.99781527682","9222.40549270806","9910.02977765066","10588.1207527316","11663.0019945689","11469.0234108369","11610.8001624184","12040.8912582484","12752.9429091604","13010.1226593411","12611.8380581702","12482.5228156512","12569.9728858264","12156.4784785357","12081.7349400244","13653.1553420974","16600.9299004911","19240.9722330537","20856.3888199825","22579.2018209163","24591.0806208536","24356.4970872337","24562.5760560873","25038.6163885958","25368.4823245396","26061.3183776307","26083.9226345561","24716.4228201491","23405.35079178","22901.6416657848","24448.8244147209","25357.3430805531","24048.1697798351",
"Ecuador","ECU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","380","350","380","430","450","460","470","500","520","510","510","600","830","1090","1280","1360","1550","1820","2110","2460","2390","2110","1890","1820","1770","1640","1510","1360","1370","1480","1600","1670","1820","1970","2080","2180","2160","1780","1550","1550","1730","2110","2550","2880","3100","3300","3850","4060","4400","4880","5390","5810","6110","5970","5800","5860","6090","6090","5530",
"Egypt, Arab Rep.","EGY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","170","180","190","220","240","260","290","300","330","350","370","390","420","490","520","550","560","640","680","740","870","840","780","760","750","750","760","820","920","1020","1130","1210","1310","1420","1430","1330","1240","1200","1220","1320","1530","1840","2120","2370","2560","2840","3030","3230","3340","3440","3030","2790","2690","3000",
"Euro area","EMU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","2899.27884299295","3723.5159785457","4622.81801925453","5329.93783244574","5651.63303388842","6070.73925193266","6891.98059967051","8548.55728293483","10265.4855115222","10165.5366370865","9203.93439370105","8203.86143155222","7974.30924389065","7987.29270671788","9230.30427379316","11815.7854447677","15367.1594999544","16472.5424475483","17757.8783316298","18996.8951492138","21316.6374534865","20989.4748351627","21525.7520856816","22654.4645843802","23912.448481967","23860.4837912999","22815.4798792005","22410.9577920462","22187.4089914313","21264.2012487914","20722.6226027782","23314.5377161489","28299.1643916149","32411.6447324088","34555.5508237757","36716.6421525661","39532.6393800099","39638.5312016564","39767.341925778","40301.5495836764","39287.6315120621","39483.398639322","39368.0470323333","37716.5582946294","36331.7958102872","35846.3792331584","38822.8131711985","40268.6745882893","38096.9997128321",
"Eritrea","ERI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270","270","300","320","330","310","300","310","300","300","340","390","410","420","410","480","510","600","","","","","","","","","",
"Spain","ESP","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","500","570","640","730","840","930","1010","1110","1170","1310","1590","2090","2730","3240","3430","3640","4040","5010","6210","6310","5680","4860","4580","4550","5400","7110","9410","10700","12210","13700","15610","15010","14470","14830","15560","15820","15440","15480","15770","15520","15590","18030","22070","25870","27820","29740","32190","32460","31880","30950","29520","29210","29130","28430","27530","27070","29280","30350","27360",
"Estonia","EST","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4170","4310","4620","5730","7500","9730","11500","13430","15210","14650","14710","15990","16880","18250","19000","18700","18430","18770","21300","23250","23170",
"Ethiopia","ETH","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","210","200","190","230","280","270","260","260","250","220","210","160","150","150","140","130","120","130","130","120","110","140","160","180","220","280","340","380","390","410","470","550","600","670","740","800","850","890",
"European Union","EUU","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","2412.8098588519","3093.08313926602","3832.09081897425","4423.56773447144","4689.86147092512","5030.25592261647","5700.28129380226","7048.99201038606","8435.59149819487","8347.86748510369","7550.60102724333","6717.47591093268","6523.06771898779","6533.22941938956","7555.37057740302","9659.08315379476","12519.5468475801","13414.3472113977","14446.759714339","15443.7179303618","17322.4985443374","17057.4027217532","17532.6037577112","18514.3672018144","19634.067001791","19673.5729017707","18888.7570785666","18608.8400863957","18511.0826164958","17816.4322042331","17479.8853100065","19733.7901894613","23995.0256154912","27607.2474623308","29605.3096346236","31659.6638138819","34396.5830947395","34522.2817359796","34716.4131216652","35199.9453458289","34521.9917316378","34834.4814178533","34802.1633770335","33402.2212780653","32178.2117512187","31831.7905389216","34550.2259067605","35969.7869853769","34234.4084561449",
"Fragile and conflict affected situations","FCS","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","918.422780650414","1013.24034349009","1075.80180679594","1065.18573385084","949.82702286891","907.66994634425","902.070632771695","932.601815422822","949.67831688675","842.250784241681","1025.48877010777","595.411360494672","591.166421692084","534.298146019325","495.906333231966","519.53391205262","563.697079885673","628.665880467019","630.314751590498","664.331719674072","718.768224828264","776.133606738903","771.024822778273","763.833137681227","905.717219017089","1049.95354245532","1261.39001976298","1500.93903446751","1815.83857896259","1973.1340936001","2128.28363139087","1958.78931200203","2117.5055623883","2180.24623496784","2261.01756286213","1988.40793785674","1802.97311071382","1659.05062733313","1674.8703667158","1757.88629832417","1629.64395713277",
"Finland","FIN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1370","1470","1620","1810","1970","2060","2090","2270","2460","2690","3170","4030","5130","6320","6840","7190","7910","9540","11450","11980","11700","10840","10790","11130","13010","16480","21540","24110","26000","25100","24170","20680","20170","22030","24970","26680","25820","26040","26450","25810","25550","28720","35270","40170","42800","46160","50070","48800","49600","50150","48940","49480","49390","47150","45500","44790","48160","49940","49780",
"Fiji","FJI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","280","290","300","290","300","340","350","350","400","440","530","720","930","1120","1220","1300","1360","1660","1870","2040","1800","1580","1660","1580","1790","1770","1790","1790","1790","1790","1990","2090","2230","2460","2660","2580","2290","2350","2230","2140","2160","2410","3020","3570","3590","3790","3980","3850","3650","3770","4140","4710","5020","5100","5280","5370","5910","5800","4890",
"France","FRA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1550","1700","1870","2030","2200","2360","2560","2820","3020","3250","3670","4690","5790","6720","7140","7810","8830","10820","13080","13190","12040","10450","9820","9770","11330","14460","18520","19490","20640","21420","23840","23580","24380","25740","27110","26930","25830","25420","24970","23840","23090","25930","31360","35870","37850","40130","43460","43930","43850","44350","43380","43780","43320","41100","39070","38270","41150","42510","39480",
"Faroe Islands","FRO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2120","2130","2200","2140","1930","1950","2050","2210","2260","2270","2380","2440","2560","2560","2570","2590","2820","2900","3070","3150","3180","3150","3490","3410","3450","3400","3930","3950",
"Gabon","GAB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","330","410","340","360","420","440","460","530","570","610","690","910","1700","2870","4450","4010","3090","3520","4590","5290","4840","4260","4310","3860","3840","3430","4150","4580","4820","5170","5120","4430","4130","3910","4100","4270","3940","3280","3100","3430","3610","3880","4310","5520","5740","6590","7320","7590","7850","8120","9090","9330","9330","7970","7080","6510","6830","7170","7030",
"United Kingdom","GBR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","2530","2790","3200","3910","4370","4880","5020","5230","5950","7580","9550","10660","10660","9860","9270","9160","10250","12710","16160","17380","18570","19390","21480","21360","21890","21070","22790","25570","26900","28060","29280","28940","29180","32270","37860","42810","45160","47650","48690","44420","41940","41300","41940","42920","44670","44730","43460","41880","42410","43460","39830",
"Georgia","GEO","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2260","1610","760","550","670","820","870","840","790","780","840","990","1210","1520","1910","2380","2820","2950","3210","3520","4150","4530","4740","4410","4080","4040","4460","4690","4270",
"Ghana","GHA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","190","200","210","230","250","240","220","220","250","270","260","280","320","300","290","300","350","380","420","410","360","320","340","350","390","420","440","400","400","410","430","420","370","370","380","390","390","390","340","300","270","320","380","460","600","790","1150","1190","1240","1380","1530","1840","1880","1940","1810","1880","2120","2230","2340",
"Gibraltar","GIB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400","390","410","420","460","490","500","500","510","510","470","450","400","360","350","340","370","360","400","470","620","670","690","680","700","700","740","760","780","820","860","950","1020",
"Gambia, The","GMB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","110","110","110","110","120","150","180","230","230","240","260","310","380","390","340","300","290","300","300","320","300","300","310","400","520","710","690","690","700","690","660","640","620","560","440","390","470","520","640","700","810","880","890","760","760","730","650","620","620","660","720","750","750",
"Guinea-Bissau","GNB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","120","130","150","170","150","140","160","180","150","190","200","190","190","200","160","170","180","210","220","240","240","230","220","220","240","240","160","160","210","250","300","330","380","430","440","470","510","560","580","640","630","640","640","640","650","680","720","800","760",
"Equatorial Guinea","GNQ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","130","130","130","150","170","210","250","230","260","270","380","370","270","250","360","870","700","820","770","900","1270","1190","1720","3890","8110","11600","14250","12530","9970","11540","13870","14030","13230","10850","8270","6510","6730","6280","5810",
"Greece","GRC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","620","700","790","900","1000","1090","1200","1370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24550","26350","28660","29330","27530","24510","23170","22410","21990","20170","18630","17940","19060","19650","17930",
"Grenada","GRD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","1150","1300","1310","1300","1280","1340","1500","1790","2200","2490","2670","2840","3040","3140","3120","3210","3310","3500","3660","3990","4310","4610","4510","4650","5290","5350","6650","6430","6830","7260","6720","6940","7060","7030","7350","7520","7750","8350","8740","9560","9770","9410",
"Greenland","GRL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","1890","2440","3130","3800","4330","5140","6160","7550","9270","9100","8020","7270","6740","7060","8540","11470","15170","16970","15690","16510","17440","16600","17830","19470","20780","20540","20440","19740","20290","19390","18760","20440","25730","30920","30240","34800","","","","","","","","","","","","","",
"Guatemala","GTM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","260","280","280","290","290","290","310","330","350","360","390","450","540","610","690","800","920","1080","1210","1240","1170","1110","1130","1160","1070","1020","980","980","930","970","1030","1140","1230","1360","1440","1530","1610","1650","1670","1600","1600","1670","1850","2000","2150","2370","2610","2650","2730","2910","3160","3380","3550","3700","3870","4100","4400","4610","4490",
"Guam","GUM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","280","250","280","310","320","340","330","350","360","380","390","430","540","680","660","610","620","670","760","740","590","510","470","500","520","460","470","360","400","330","390","460","570","670","830","890","880","860","890","880","890","940","1030","1090","1470","2280","3850","4190","4510","4820","5290","5540","5570","5470","5600","5910","6290","6630","7130",
"High income","HIC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1532.68736585827","1624.90889723666","1746.84146875372","1893.01887484031","2062.24938404774","2192.18628178628","2400.15523801788","2611.83415683731","2770.42414973853","3018.92540134262","3457.13008850606","4226.58429141878","4935.71279728123","5517.27439160204","5852.82815637369","6283.40865589668","7179.62864418377","8620.41043237773","9962.55873765801","10367.137715457","9868.3391646862","9458.98077777782","9809.89323273618","10264.3040434673","11587.038213431","13899.0673255456","16926.1052013965","17823.9250714869","18633.5196917047","19380.6933399033","21079.9062841258","21588.5852183763","22740.4210662127","24280.4115744227","25503.6503262948","25626.7731827639","24641.3020585001","24922.390221282","25964.2797239514","25945.896706473","25764.2645510444","27755.7327014056","31653.3549157499","34844.4481890141","36553.9538424688","37975.2601009721","39572.7603339908","38870.3522673666","39947.1079043157","41296.8440307545","42664.9838388885","43480.9537410362","43637.6925033471","42386.8554682186","41487.2294510279","41774.7063952066","44688.2623314425","46253.9713005814","44479.1002144413",
"Hong Kong SAR, China","HKG","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","570","630","700","710","710","740","840","930","1060","1300","1750","2150","2450","2900","3340","3930","4700","5730","6360","6290","5890","6170","6090","7230","9080","10770","11550","12660","14320","16560","19560","21820","23570","24140","26080","25110","25800","26930","26350","25270","26340","28120","28890","30290","32070","33950","32350","33620","35690","36340","38570","40240","41180","42970","46390","50060","50480","48630",
"Honduras","HND","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","180","180","190","210","220","230","250","250","260","270","280","320","360","380","410","460","610","830","1090","1090","1020","1000","1080","1160","1260","1410","1410","1270","1110","940","930","950","880","900","870","910","910","930","1020","1040","1060","1120","1200","1280","1350","1480","1620","1660","1730","1860","1950","2000","1990","2040","2110","2230","2310","2380","2180",
"Heavily indebted poor countries (HIPC)","HPC","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","325.107294426824","311.82145908713","313.706892265786","353.155149966328","413.639414305441","436.282895398573","413.267257405221","384.627002376092","367.30398860769","358.54007497728","345.928779689802","310.336973202269","315.378381913105","315.006741799437","328.081944573592","326.556632037767","328.637457504016","330.835476075864","329.518426989007","335.929119356876","361.485342142202","415.406584371683","469.899749052193","520.132522922509","586.53940526027","687.481668404312","741.186951188655","772.465024763843","798.383152384403","832.833245214415","883.422106937562","923.495614171025","934.530346205356","908.448772871301","900.519166642657","946.9408597024","979.854333364745","959.029001487414",
"Croatia","HRV","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5570","5470","5230","5260","5350","5660","6730","8590","10250","11410","12760","14360","14220","14210","14180","13590","13750","13420","13140","12550","12840","14280","15320","14530",
"Haiti","HTI","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","250","250","250","240","260","280","320","340","380","370","420","450","390","310","260","310","360","390","400","450","550","640","720","660","650","690","790","900","1010","1160","1130","1240","1300","1390","1430","1410","1360","1340","1410","1390","1320",
"Hungary","HUN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3660","4030","4250","4370","4400","4410","4490","4620","4790","5290","6630","8650","10390","11250","11770","13250","13420","13270","13260","13090","13520","13560","13230","13100","13190","14980","16520","15890",
"IBRD only","IBD","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","177.541239602695","192.19689319273","200.822304972354","201.141229019119","206.269886102967","224.10974370964","241.718525477835","256.376061337382","277.283605525638","334.491525629972","414.704720365294","487.871407534824","511.205273645722","532.481401043545","575.251652692353","662.523119250681","758.354239949889","818.3823459358","805.444899821857","752.714448918388","746.614360328311","760.5106748257","802.961949821182","866.843770384522","919.018702699032","913.00461459718","956.977240009791","969.1386201856","1025.27114903399","1068.83624849778","1128.85960111414","1214.75329496754","1340.49868695699","1433.98981922158","1389.83347636393","1366.89706126485","1417.63563108705","1428.16323890452","1446.18717503969","1570.19954421594","1829.16196846445","2137.6946799767","2487.51242053381","2955.94554424829","3493.07493305687","3759.16186643668","4198.30148511599","4674.93015810839","5296.64582068569","5725.66754335011","5909.70874346244","5732.79287112382","5624.79465015418","5748.9848480301","6177.92401385719","6510.13297997643","6269.71319802132",
"IDA & IBRD total","IBT","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","164.996522963732","178.178737642728","186.035758409955","186.526852864923","191.545743750321","207.93437500205","225.274572612144","238.589013598898","257.36780433787","307.262676972021","381.596663280003","448.673850523711","472.196620119141","491.689532461172","529.770734603092","609.74907609187","698.349917984538","757.173569074076","751.727188401592","708.264212318269","691.814562284708","698.486122885961","732.430911725747","788.717794250824","833.6852358652","822.909364319589","855.579100725934","861.866351093534","906.276656080494","935.25397165655","978.120077400121","1047.52095250926","1150.79239119733","1227.20055181387","1189.02281986255","1169.32363307314","1209.41550267886","1218.75000464152","1234.80409258813","1337.60205861137","1554.13878350842","1808.23094390748","2096.73601723878","2477.38779925503","2917.70984368142","3133.12274445748","3478.94956638743","3828.92227434629","4306.20397151036","4640.00865868357","4785.85423764878","4642.4163723055","4541.39943466464","4617.04292786083","4935.79176247739","5178.74627969445","4978.67496858117",
"IDA total","IDA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","135.242925218781","153.398523337009","160.464484946405","169.045468213601","181.563042106246","229.956035409079","270.210684890909","297.529234240981","310.764385070689","329.149587984332","379.19432177361","439.413029698579","499.202961424288","533.900353121268","536.513565557976","471.068095388882","446.412311981352","445.152987749985","472.557188750906","490.479863571513","461.528754031873","448.906539867853","435.054610019329","433.686148968543","403.780750036835","379.022166688858","389.007597915214","410.925797114155","429.725291672558","425.890791697188","429.809535524269","439.681607684287","454.788203440522","473.948667551656","511.263524700616","589.800388618037","667.769448707301","761.721273528595","863.656713278859","1003.16377510712","1077.44179512495","1147.54685917223","1120.49948032157","1172.61498871619","1245.72608966221","1314.8214400472","1317.01606645389","1279.67754320397","1253.88159603987","1296.1077752129","1333.34004711582","1305.14998049325",
"IDA blend","IDB","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","104.730409843362","111.716599606967","115.877356206738","122.330891379689","127.371905228054","126.705386848207","134.205450093491","150.920865586748","180.016747525157","190.372266256355","201.621962225419","208.741727552552","268.45911898316","307.348987966699","358.353305320478","387.794244835833","414.4768116455","479.685344982095","562.846286382702","676.045995517789","783.476116288651","835.476299584204","699.730499144588","637.510331736327","582.8940855811","572.343676775678","584.006801528513","533.809529298743","524.766661103183","507.228920407345","512.082432306893","458.005936801489","436.367172934429","444.935935115875","481.791904460952","501.369163884423","488.595373436014","491.938390965983","504.253510572318","528.982469717114","562.883152688994","607.941275037456","718.375273765811","828.186136330109","985.193726945153","1127.55191101968","1318.97381684412","1382.27036340108","1461.95020714163","1540.61125130869","1719.04384512223","1872.43396181399","2006.17091382801","1979.77028224649","1867.38506774604","1753.53720946194","1744.72641939155","1740.01927591731","1664.75639479175",
"Indonesia","IDN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","70","80","80","90","110","160","220","270","300","360","400","470","530","560","530","520","500","520","510","510","530","560","610","660","740","850","990","1090","1100","660","570","580","720","790","900","1080","1220","1380","1600","1940","2150","2530","3010","3580","3730","3620","3430","3400","3530","3840","4050","3870",
"IDA only","IDX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","333.943559382758","318.848731579311","321.034514993892","360.325364533934","417.344791665242","440.449027729439","426.046416886937","410.039008468838","398.382329503818","392.466988897032","379.514293264094","351.611113256585","362.955932355628","375.313423651789","394.101557126811","396.176877835416","400.571515612975","409.07854352258","419.299825439268","430.963450344603","464.57764382456","527.150077798716","589.173379911181","651.047897091159","732.649179200657","846.017389974624","926.331306160577","991.508319380508","909.926355644262","897.712506150477","929.71985162467","965.569732054389","981.910472880997","982.266173768374","1000.91042959225","1068.93947090754","1127.42949817325","1123.46723860402",
"Isle of Man","IMN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17050","18800","21310","21880","22480","23780","27790","34170","39600","44420","47220","42870","45990","71570","74390","82210","87840","89000","83990","78860","78810","83660","83920","",
"India","IND","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","90","100","110","110","110","110","100","110","120","120","120","140","170","190","180","190","210","220","270","290","290","280","280","290","310","350","390","390","380","350","340","320","340","370","400","410","410","440","440","450","460","520","610","710","790","910","1000","1120","1220","1360","1480","1520","1560","1600","1680","1820","2010","2120","1920",
"Not classified","INX","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","2070","2540","2990","3390","3280","3580","4120","5120","6380","6780","6390","5720","5610","5630","6370","8220","10420","11100","12560","13130","14440","14600","15480","16920","18880","20650","21430","22690","24110","24050","24850","29910","37720","44570","47900","50490","50830","46660","44720","42130","40700","43490","46380","50360","51770","53280","59280","63230","65620",
"Iran, Islamic Rep.","IRN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","210","210","220","250","270","290","320","360","390","450","540","730","1090","1460","1980","2060","2000","2240","2050","2320","3070","3260","3070","3420","3600","3470","2970","2530","2540","","","","","1290","1600","1790","1780","1740","1760","1790","1880","2200","2520","2960","3480","4270","4970","5560","6250","6870","7130","6990","6500","5370","5500","5420","4530","3640","2960",
"Iraq","IRQ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","3910","3420","3010","2350","2540","2760","3060","3540","3730","3730","7070","70","50","40","60","130","390","750","920","1290","1600","1730","1420","850","1370","1430","1820","2400","3550","4160","4580","4960","6310","7050","6750","5800","5340","4640","5040","5810","4680",
"Iceland","ISL","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1540","1740","2050","2440","2980","3110","2790","2490","","","","","","","","","","","","","","","","","","","","","","","","","","","","28480","29270","30400","31540","30700","30930","33710","42020","50520","53450","61880","50060","41860","36270","37610","40690","46960","48090","49940","54910","60230","67760","72900","62420",
"Israel","ISR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","1320","1330","1310","1440","1470","1480","1730","1910","","","","","","","","","","","","","","","","","","","","","","","","","","","","18960","18770","18480","19360","19310","18540","18650","20010","21500","22370","24040","26270","27400","29770","31760","32540","34670","36300","36200","36540","37970","41320","43540","42600",
"Italy","ITA","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","960","1060","1160","1280","1410","1550","1700","1850","2060","2250","2620","3250","3930","4320","4510","4730","5270","6740","8430","8710","8220","7630","7760","8030","9380","12160","15950","17300","18660","20370","22960","21590","20860","20670","21830","22300","22220","21990","21890","21170","20710","23350","28270","32430","34250","35900","37910","37870","37850","37900","36200","35550","34890","32980","31950","31340","33810","34870","32290",
"Jamaica","JAM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","620","650","720","760","980","1020","1180","1370","1380","1460","1410","1320","1220","1300","1350","1390","1130","920","950","1170","1480","1690","1770","1730","1610","1840","1880","2290","2520","2770","2890","3120","3240","3240","3260","3440","3650","3800","4080","4320","4560","4330","4390","4590","4980","5010","4910","4700","4600","4750","5010","5250","4670",
"Jordan","JOR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","1160","1540","1810","2040","1980","1750","1730","1670","1870","2100","2160","1560","1270","1090","1240","1280","1340","1420","1430","1450","1480","1530","1670","1740","1780","1900","2160","2340","2510","2730","3110","3380","3520","3620","3720","3830","3920","3950","4000","4080","4270","4410","4310",
"Japan","JPN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","610","700","810","900","1040","1210","1430","1680","1880","2140","2720","3620","4430","5170","5410","5940","7450","9450","10850","11120","10550","10270","10520","11470","13860","18180","24920","27010","27820","28580","30540","33350","37120","42550","43940","40760","35010","34320","36810","37380","35360","35660","39000","41280","40590","39310","39380","39230","43910","47470","50060","48850","44440","39380","38490","38990","41850","42330","40360",
"Kazakhstan","KAZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1430","1310","1280","1340","1390","1390","1290","1270","1360","1530","1810","2300","2930","3860","4980","6110","6790","7440","8280","9940","11840","12080","11380","8770","8040","8070","8820","8710",
"Kenya","KEN","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","100","100","110","100","120","120","130","140","130","160","190","200","230","250","250","280","320","390","450","450","390","340","310","310","340","370","410","400","370","350","330","270","260","270","340","390","430","430","410","400","380","400","450","510","580","700","820","820","920","1000","1050","1110","1230","1300","1460","1510","1680","1830","1840",
"Kyrgyz Republic","KGZ","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","520","450","370","360","390","390","360","300","280","280","290","340","400","450","500","610","760","860","850","880","1040","1190","1250","1180","1110","1110","1220","1240","1160",
"Cambodia","KHM","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","250","320","320","290","300","300","310","320","350","400","460","520","590","670","700","750","810","880","970","1020","1060","1140","1230","1380","1530","1500",
"Kiribati","KIR","GNI per capita, Atlas method (current US$)","NY.GNP.PCAP.CD","","","","","","","","","","","","","","","","","","","870","860","690","660","790","780","590","540","520","550","640","670","720","960","1030","1020","1050","1150","1090","1340","1470","1300","1330","1340","1250","1310","1480","1700","1710","1820","1930","1900","2050","2090","2620","2980","3220","3470","2920","3020","3100","3430","2960",
